Address	Type	Rooms	Bathroom	CarSpots	Landsize	BuildingArea	YearBuilt
94/337 Station St	flat	3	2.0	2.0		125.0	2000.0
8 Moonga Rd	house	5	3.0	2.0		378.0	1930.0
5/14 Springfield Av	flat	1	1.0	1.0			
6/530 Toorak Rd	flat	2	1.0	1.0			
2/562 Toorak Rd	flat	3	1.0	1.0			1920.0
13/270 Williams Rd	flat	1	1.0	1.0			1970.0
266a Sayers Rd	flat	3	2.0	1.0	216.0		
1/22 Henderson Rd	townhouse	2					
18C Sharps Rd	townhouse	3	2.0	1.0			
18 Frances Av	house	5	2.0	2.0	1035.0		
6/513 Mitcham Rd	flat	2	1.0	1.0			
40 Bateman St	house	3	1.0	4.0		125.0	1985.0
1 Newlands Ct	house	4	3.0	4.0	534.0	176.0	1975.0
127 Fraser Cr	house	6	3.0	3.0	754.0		
22 Broadwater Dr	house	4	2.0	2.0	620.0	244.0	2004.0
1/269 Nell St W	flat	3	1.0	1.0		95.0	1951.0
14 Braeburn Pl	house	4					
4 Denise Ct	house	3	2.0	1.0			
45 High St	house	3	1.0	2.0	662.0		
1 Scott St	house	4	2.0	2.0	556.0	177.0	2001.0
20/697 Barkly St	flat	1	1.0	1.0			
16/745 Barkly St	flat	2	1.0	1.0			
1/12 Prout La	house	3	2.0	4.0			
59 Rosslyn St	house	4	2.0	2.0		278.0	2010.0
12 Walpa Ct	house	3	1.0	3.0	681.0		
34 Queen St	house	3	1.0				
40 Queen St	house	3	1.0	1.0	508.0		
93 Thompson St	house	3	1.0		230.0	141.0	1860.0
3/4 Mary St	house	3	2.0	2.0		137.0	1980.0
2/157 Peel St	flat	2	1.0	1.0	652.0		2013.0
3 Chetwynd Gr	house	4					
74 Lehmanns Rd	townhouse	3	2.0	2.0	167.0		
18 Wigan Cl	house	4	2.0	2.0	400.0	248.0	2012.0
279 Hyde St	house	4	2.0	2.0	277.0	142.0	1950.0
45b Kidman St	townhouse	3					
96 Pentland Pde	house	3	1.0	0.0	221.0	137.0	1948.0
64 Studley St	house	3	2.0	1.0			
437 Buckley St	house	3	1.0	2.0			
59A Clifton St	house	4	3.0	2.0		267.0	2015.0
13 Valencia St	house	4	2.0	1.0	484.0	186.0	1950.0
5/14 Laurence Av	flat	3					
24 Sutherland St	house	3	2.0	3.0		130.0	1970.0
77 Kerferd Rd	house	3	2.0				2011.0
121 Richardson St	house	3	2.0		152.0	161.0	1900.0
6 Barclay St	house	3	1.0	1.0	465.0		
26a Ridley St	house	4					
6 Myrtle Gr	house	3	1.0	3.0	710.0		
11 Mayfield Gr	house	4	2.0	2.0		174.0	1980.0
27 Beuron Rd	house	3	1.0	2.0	667.0		
241 Blackshaws Rd	house	3	1.0	1.0			
4 Seventh Av	house	3	1.0	2.0	549.0		
19 Lawrence St	house	3					
13A Rockbank Rd	townhouse	3					
35A Densham Rd	house	2	2.0	2.0			
42 Hampden Rd	house	4	2.0	2.0			
20 Kooyong Rd	townhouse	3	3.0	1.0	1889.0	141.0	1920.0
36 New St	house	3	1.0	1.0		115.0	1900.0
45 Northcote Rd	house	3	1.0		245.0		
17 Orchard St	house	2	2.0	1.0			
113/8 Burrowes St	flat	2	2.0	1.0			2010.0
168 Epsom Rd	house	3	1.0				
19 Morphett Av	house	3	2.0	2.0			
49 Newsom St	townhouse	3					
1/73 Ashburn Gr	townhouse	3	2.0	2.0			
69 Gloucester Rd	house	3	1.0	4.0	649.0	101.0	1950.0
1/17 May Park Av	townhouse	4					
85 Nepean Hwy	house	3	2.0	2.0	673.0		
14 Chris Ct	house	3	2.0	2.0	587.0		
1/75 Canning St	flat	2	1.0	1.0	1150.0		1970.0
23 Albion St	house	4	2.0	2.0			1920.0
4/30 Blenheim St	flat	3	1.0	1.0			
6/38 Brighton Rd	flat	1					
5/38 The Avenue	flat	2	1.0	1.0			1969.0
1/113 Westbury St	flat	2	1.0	1.0		87.0	1935.0
1/89 Balwyn Rd	townhouse	3	2.0	2.0			1997.0
1/4 Birtles Ct	house	4	3.0	6.0			
20 Evelina St	house	6	3.0	2.0			
1 Grosvenor Pde	house	3					
23 Nungerner St	house	3	2.0	2.0	679.0	203.0	1940.0
1b Lemon Rd	townhouse	4					
1 Page St	house	3	2.0	2.0	625.0		
3/38 Severn St	flat	2	1.0	1.0	132.0		1960.0
19 Bolton St	house	5	4.0	4.0	1254.0	465.0	1980.0
7 Haydens Rd	townhouse	3	3.0	2.0	725.0		
33 Spicer St	house	5	3.0	2.0		260.0	1955.0
4 Clairmont Av	house	4	3.0	2.0	557.0	233.0	1940.0
7 Lockwood St	house	4	2.0	2.0	689.0		
43a McArthur St	townhouse	4					
8A Pascoe Av	townhouse	4					
2/5 South Av	flat	2	1.0	1.0			
8 Begg St	house	3	1.0	1.0			
17 Bellevue Rd	house	4	2.0	4.0			
43b Brosnan Rd	townhouse	3					
892 Centre Rd	house	2	1.0	1.0			
6 Martin Ct	house	3	2.0	2.0		144.0	1955.0
15 Millis Av	house	4	2.0	2.0			
794 North Rd	house	4	2.0	2.0	648.0		
3b Warwick St	townhouse	4					
21 Yaralla Rd	house	3	1.0	3.0	585.0	105.0	1960.0
37 Mansfield St	house	4	2.0	2.0			
3/20 Seaview Cr	flat	2	1.0	2.0			1960.0
3 Anjaya Ct	house	3	2.0	2.0			
15 Banksia St	house	4	2.0	2.0			
2 Furness St	house	5	3.0	2.0	1003.0	270.0	1960.0
27 Gerald St	house	4	2.0	2.0	628.0	287.0	2012.0
25 Jeffery St	house	4	2.0	2.0			
352 Middleborough Rd	house	3	1.0	2.0	700.0		
12 Burcote St	house	3	2.0	2.0			
1A Constance St	townhouse	3	2.0	2.0		16.0	1998.0
32 Indra Rd	house	4	2.0	2.0			
152 Middleborough Rd	house	4	3.0	2.0	592.0	168.0	2017.0
16B Newberry Av	townhouse	4	3.0	2.0	353.0	222.0	2004.0
40 Allanfield Cr	house	3	1.0	1.0	439.0	112.0	1970.0
7 Beech Ct	house	3	2.0	2.0			
4 Kleinert Rd	house	3	1.0	1.0	920.0		
45 Rose St	house	3	1.0	2.0	667.0		
6 Commerce St	house	3	1.0	1.0		85.0	1960.0
33 Shepherd St	house	2	1.0	2.0			
35 Shepherd St	house	3	1.0	2.0	620.0	93.0	1960.0
1 Airlie St	house	3	1.0	3.0	287.0	110.0	1910.0
5A Cairnes Cr	house	4	3.0	2.0		327.0	1930.0
5/103 Dendy St	flat	2	1.0	1.0			
16 Downes Av	house	4	4.0	2.0	923.0		
3/58 Durrant St	townhouse	3					
3/25 Grosvenor St	townhouse	3	2.0	2.0		122.0	1980.0
15 Lasswade Ct	townhouse	3					
1 Leonie Ct	townhouse	3	2.0	2.0	709.0	36.0	1960.0
532 New St	house	3	1.0	1.0	347.0		
7 Oak Gr	house	4	3.0	4.0	569.0		
62 South Rd	house	5	2.0	2.0	677.0		1920.0
10/260 St Kilda St	flat	3					
2/14 Young St	flat	3	2.0	1.0			
402/33 Breese St	flat	1					
4/135 Brunswick Rd	townhouse	2	1.0	1.0	82.0	2.0	
2/339 Brunswick Rd	townhouse	3	1.0	1.0		133.0	1880.0
3/30 Cassels Rd	flat	1	1.0	1.0		42.0	1970.0
7/39 Davies St	flat	2	1.0	1.0		61.0	1970.0
5 McPherson St	house	4	2.0	2.0	317.0	288.0	2017.0
4/827 Park St	flat	2	1.0	1.0			2007.0
4/831 Park St	flat	1	1.0	0.0	1250.0		
2 Richardson St	house	3	1.0	2.0			
11/37 Staley St	flat	2					
6/139 Union St	flat	2	1.0	1.0			1960.0
3008/187 Weston St	townhouse	3					
12 Dianella Wky	townhouse	2					
15 Elsie Mw	townhouse	3					
8 Hamer St	house	2	1.0	3.0	439.0		
33 Holmes St	house	2	2.0	1.0	224.0	89.0	1900.0
1/214 Lygon St	flat	2	1.0	1.0		55.0	2005.0
87 Victoria St	house	5	2.0	2.0	457.0		
5/478 Albion St	flat	2	1.0	1.0		65.0	2014.0
3 James St	house	3	1.0	0.0		120.0	1925.0
2/30 McLean St	house	2	1.0	1.0		58.0	1970.0
402/2 Olive York Wy	flat	2	1.0	1.0		54.0	2011.0
7 Helene St	house	4	2.0	1.0		180.0	1960.0
21 Millicent Av	house	4	1.0	2.0	753.0	130.0	1960.0
44 Arthur St	house	5	2.0	2.0	693.0		1980.0
94 Arthur St	house	3	2.0	2.0			
54 Linacre Dr	house	5	3.0	2.0	659.0	179.0	2015.0
1 Oxford Dr	house	4	2.0	2.0	538.0	144.0	1970.0
16 Christina St	house	4	2.0	4.0	683.0		1950.0
9 Glengarry Av	house	5	2.0	3.0	791.0		1960.0
12 Patterson Av	house	4	1.0	1.0	762.0		
2/16 Worrall St	townhouse	3	2.0	2.0		133.0	2015.0
23 Cornish Rd	house	4	2.0	2.0		190.0	2007.0
6 Medhurst St	house	3	1.0	1.0	590.0		
39 Gurnung Dr	house	5	4.0	3.0		415.0	2007.0
330/347 Camberwell Rd	flat	2	2.0	1.0		83.0	2014.0
19 Davis Av	house	6	3.0	2.0	794.0	283.0	1970.0
40 Dower St	house	4	2.0	2.0	540.0		
1 Ellsworth Cr	townhouse	3	2.0	2.0			2014.0
1A Granville St	house	5	4.0	2.0		381.0	2014.0
31 Kasouka Rd	house	3	2.0	2.0	593.0		1991.0
24 Kintore St	house	4	2.0	3.0	802.0		
9 Lofty Av	house	5	3.0	2.0	570.0	239.0	1926.0
23 Margaret St	house	4	3.0	2.0			
21 Selwyn St	house	4	3.0	2.0	602.0	220.0	1920.0
110 Cardigan St	house	5	2.0	2.0	130.0	132.0	1900.0
24/75 Drummond St	flat	2					
3/14 Arawatta St	townhouse	2					
61 Belsize Av	house	2	1.0	1.0	551.0		
67 Belsize Av	house	3	2.0	2.0	560.0		
25 Byron St	townhouse	2	2.0	1.0	117.0	101.0	2007.0
121 Leila Rd	house	3	2.0	2.0	603.0		
10 Maroona Rd	house	4	2.0	2.0	488.0	184.0	1920.0
22A Mernda Av	house	3	2.0	2.0	338.0	147.0	2011.0
4/27 Moonya Rd	townhouse	4					
203/179 Neerim Rd	flat	2					
4/16 Tranmere Av	flat	2					
1/10 Wanalta Rd	flat	2	1.0	1.0			
40 Brumbys Rd	house	4	2.0	2.0	549.0		2005.0
13/21 Brunnings Rd	flat	3	2.0	2.0			2008.0
60 Carrington Cr	house	3	2.0	2.0	673.0	677.0	
4/8 Derby Cr	house	2					
22A Queens Av	house	2	1.0	2.0			
2/65 Hawthorn Rd	flat	2	1.0	1.0		79.0	2004.0
97 Kambrook Rd	house	4	3.0	2.0			
391B North Rd	townhouse	3	2.0	2.0			
3 Raymond Gr	house	5	2.0	2.0		210.0	1930.0
2/29 Grandview Rd	townhouse	4					
2/32 Melinga Cr	flat	3	1.0	1.0	646.0		
23 Oakpark Dr	house	3	2.0	2.0	6000.0		
33 Baxter Av	house	3	1.0	3.0	534.0	127.0	1970.0
272 Station St	house	4	2.0	0.0		143.0	1960.0
54 Benkel Av	house	4	2.0	2.0	530.0		
28 Elliott St	house	4	2.0	2.0	594.0		
38 Fairview Av	house	3	2.0	3.0	638.0	156.0	1960.0
39 Farm Rd	house	3	1.0	2.0	541.0		
2 Stuart Av	house	4	2.0	3.0		137.0	1940.0
45 Voltri St	house	4	2.0	2.0	582.0		
19/310 Warrigal Rd	flat	2	1.0	2.0		81.0	1970.0
2/34 Clarinda Rd	townhouse	4	2.0	3.0		171.0	2010.0
22 Burton Av	house	3	1.0	2.0	1040.0		
1/76 Scotsburn Av	flat	3	1.0	2.0	340.0	100.0	1955.0
51 Ester Cr	house	3	1.0	4.0	591.0		
1/9 Second St	flat	3	1.0	1.0		103.0	1960.0
60 Alexandra Pde	house	4	3.0	1.0	193.0		
5 Noone St	house	2	1.0	1.0	189.0		
42 Glengyle St	house	2	1.0				
3 Haig Av	house	4	2.0	2.0		157.0	1930.0
4/1 Kaye Ct	townhouse	3	1.0	1.0			2000.0
7 Kewarren Ct	house	4	2.0	2.0	301.0	209.0	2005.0
2/22 Loch St	townhouse	2	1.0	1.0			
9A Methven St	townhouse	3	1.0	1.0	771.0	104.0	2004.0
117 Ohea St	house	3					
2a Queen St	townhouse	3					
1/39 Service St	townhouse	2	1.0	1.0			2007.0
1 Woiwurung Cr	townhouse	3	2.0	2.0			
18 Newlands Rd	house	3	1.0	3.0			
9 Ryland St	house	3	1.0	3.0	533.0	150.0	1960.0
12 Smith St	house	3	1.0	2.0			
25 Suvla Gr	house	4	2.0	4.0			
20 Mater St	house	3	1.0				
54 Mater St	house	3	1.0	1.0	112.0		
382A Smith St	townhouse	2	1.0	1.0	109.0	90.0	2001.0
42 Bridgehaven Dr	house	5	4.0	2.0	704.0	362.0	2013.0
25/1 Brunswick Cr	townhouse	2					
1 Earlston Pl	house	3	2.0	2.0		189.0	2007.0
14 Paddington St	house	3	2.0	1.0		140.0	2009.0
19 Pearl Dr	house	4	2.0	2.0		158.0	2010.0
2 Ravenwoods Wy	house	3	2.0	2.0	255.0	184.0	2009.0
6 Waverley Ct	house	4	2.0	2.0	656.0	150.0	1980.0
6 Cheeseman St	house	3	2.0	1.0			1947.0
76 Lusher Rd	house	3	2.0	2.0			1965.0
1A Trawalla Rd	house	3					
14 Venetian Ct	house	3	1.0	2.0	857.0	139.0	1960.0
20 Aumann Ct	house	4	2.0	2.0	740.0		
2/1 Clement St	flat	2	1.0	1.0			1987.0
3/21 Wilson St	flat	2	1.0	1.0			2015.0
60 First Av	house	3	1.0	5.0	556.0	105.0	1987.0
90 McFees Rd	house	3	1.0				
38 Neasham Dr	house	4	2.0	4.0			
785 Ballarat Rd	house	3	1.0	6.0			
35 Canterbury St	house	3	1.0	1.0			
1 Hovell St	house	3	1.0	6.0	534.0		
12 Hyde St	house	3	1.0	2.0			
18 Laming Rd	house	3					
34 Yeats Dr	house	3	1.0	1.0		15.0	
28 Anne St	house	4	2.0	2.0	838.0	209.0	1987.0
6 Ormonde Ct	house	4	2.0	4.0	744.0		
32 Fernhill Dr	house	4	2.0	2.0	566.0	234.0	2000.0
5 Lumeah Ct	house	4	2.0	4.0	531.0		
909/20 Rakaia Wy	house	1					
4/30 Fromhold Dr	townhouse	3	2.0	1.0	170.0	139.0	2010.0
1a Damala St	flat	3	2.0	1.0			
6 Hope Ct	house	3	3.0	2.0		200.0	1980.0
6 Richard St	house	3	1.0	1.0	721.0		
10 Rochelle Ct	house	5	2.0	2.0		220.0	1985.0
5 Ryder Ct	house	5	3.0	3.0	751.0	439.0	1980.0
5 Hakea St	house	3	1.0	2.0	585.0	101.0	1959.0
8 Peppermint St	house	3	1.0	5.0	586.0		
1/18 Cape St	flat	2	1.0	1.0		77.0	1960.0
31/201 Wellington Pde S	flat	2	1.0	2.0			
2 Andrews St	house	4	2.0	2.0	782.0		
56 Beard St	house	3	2.0	2.0			
119 Dalton St	house	3	2.0	2.0	795.0	146.0	1960.0
22/1336 Main Rd	house	3	2.0	2.0		124.0	1980.0
92 Railway Pde	house	5	2.0	6.0			
24 Ryans Rd	house	3	2.0	2.0			
11 Thornton St	house	4	2.0	2.0	1010.0		
5 Ungara Cl	house	4	3.0	2.0	827.0		1991.0
6/31 Beach Av	flat	2	1.0	2.0		0.0	1960.0
11 Joyce St	house	3	2.0	2.0	380.0		1920.0
2/138 Mitford St	townhouse	2	1.0	1.0			1970.0
101 Ruskin St	house	3	1.0	2.0	512.0	155.0	1915.0
15 Thackeray St	house	3	2.0			215.0	1900.0
275 Power Rd	house	3	2.0	2.0			
4 Satterley Cl	house	4	2.0	2.0			
10 Hastings Ct	house	3	1.0	2.0	555.0		
20 Orlit Ct	house	3	2.0	4.0	614.0		
3/157 Deakin St	townhouse	3	1.0	1.0	116.0		2001.0
2/2 McCarron Pde	flat	3	2.0	1.0			
50 Ogilvie St	house	3	1.0	2.0	658.0	183.0	1950.0
5 Keam St	house	3	1.0	2.0			
25 Prince St	flat	3	2.0	1.0	292.0		
10 Rayment St	house	4	2.0	2.0		180.0	1920.0
44 Separation St	house	4	1.0	1.0	368.0	148.0	1915.0
7 Separation St	house	3	2.0	4.0	579.0	113.0	1960.0
15 Dorothy St	house	3	2.0	2.0	588.0		
20 Lowson St	house	3	1.0	1.0		102.0	1965.0
1/59 Queens Pde	townhouse	3	2.0	1.0		135.0	
34 Stanford Cl	house	3	2.0	2.0	350.0		
1368 Sydney Rd	house	3	1.0	2.0			
676 Burwood Hwy	house	6	3.0	3.0	729.0		
14/150 Kerr St	flat	2	1.0	1.0		62.0	2012.0
112 Leicester St	house	2	2.0	1.0		132.0	1998.0
423 Napier St	house	4	3.0	2.0		372.0	
359 Smith St	house	3	1.0	0.0		4.0	
1/184 Barkly St	flat	1	1.0	1.0			
90 Bennett St	house	3	2.0		9338.0		
6/280 St Georges Rd	townhouse	2	1.0	1.0			2008.0
5/30 Finsbury St	flat	2					
2/30 Eldridge St	flat	2	1.0	1.0		220.0	1970.0
19 Shepherd St	house	3	1.0		240.0		
46b Wolverhampton St	townhouse	2					
1 Boeing Ct	house	3	2.0	2.0		145.0	1970.0
41 Parkmore Rd	house	4	2.0	3.0	587.0		
13 Brooklyn Av	house	4	1.0	2.0	876.0		
92 Frank St	house	3	2.0	2.0	602.0	138.0	1970.0
5 Miranda Pl	house	4	2.0	2.0	710.0		
49 Fleetwood Cr	house	2	1.0	2.0	894.0		
13 Leslie St	house	4	2.0	2.0	536.0	180.0	1965.0
1/109 Aitken St	house	3					
13/109 Aitken St	house	3					
6 Morand St	house	4					
7 Wyralla Cr	house	6	2.0	2.0	1301.0		
2/1204 Glen Huntly Rd	townhouse	2	1.0	1.0			
1/123 Grange Rd	flat	1	1.0	1.0			
11 Allaville Av	house	3	2.0	3.0		214.0	1930.0
5 Gatis St	house	3	2.0	2.0	692.0		
15 Leopold St	house	3	1.0	2.0	284.0		
11 Lincoln St	house	3	3.0	2.0	615.0	249.0	2006.0
3/1690 Malvern Rd	flat	2	1.0	1.0			
10/1705 Malvern Rd	flat	1	1.0	1.0		68.0	2012.0
1/5 Queens Pde	flat	2	1.0	1.0			
1A Rosemary Gr	townhouse	3	2.0	1.0	344.0		
111 Tooronga Rd	house	2	2.0	1.0	241.0		
324 Warrigal Rd	house	3	2.0	2.0			
31 Chapman Bvd	house	3	2.0	2.0	714.0	164.0	1973.0
22 Creswick St	house	5	3.0	2.0	770.0	179.0	1972.0
45 Kennedy St	house	3	1.0	0.0	727.0		
40 Leicester Av	house	5	3.0	2.0	735.0	325.0	2015.0
50 Madigan Dr	house	5	2.0	2.0	718.0	237.0	1980.0
5 Myers Av	house	4	2.0	2.0	715.0		
2/47 Panoramic Gr	house	3	1.0	2.0		120.0	1994.0
6B Rowitta Dr	house	4	2.0	2.0		177.0	2000.0
424A Springvale Rd	house	3					
4/20 Tulloch Gr	house	3	2.0	2.0		131.0	2000.0
5A York St	townhouse	3	2.0	2.0			
76 Daley St	house	2	1.0	6.0	589.0		
2/30 Gladstone Pde	townhouse	3	1.0	1.0		115.0	2009.0
30 Hillcrest Rd	house	4	1.0	3.0	696.0		
77 Hubert Av	house	2	1.0	2.0	707.0		1960.0
2/9 McDonald Pl	townhouse	3					
15 Tarana Av	house	3	1.0	2.0			
28 Tarana Av	house	3	2.0	1.0		151.0	1960.0
70 Alexandra St	house	3	1.0			157.0	1970.0
5 Baranbali Gr	house	4	2.0	2.0		195.0	1979.0
34 Crana Gr	house	3	2.0	2.0	587.0	200.0	1979.0
5 Larcom Ct	house	3					
6 Murumba St	house	4	2.0	2.0	734.0	211.0	1980.0
19 Wolangi Ct	house	4	2.0	2.0			
78 Kirkham Dr	house	5	3.0	2.0		347.0	2011.0
17 Lancaster Ct	house	4					
24 Posy St	house	5	2.0	2.0	512.0	239.0	2014.0
39 Alexander St	house	3	1.0	3.0	819.0		
4 Bolton Av	house	3	2.0	2.0	604.0		
16 Conifer St	house	3	1.0	3.0	627.0		
2/46 Earlsfield Rd	townhouse	3	1.0	2.0		126.0	1985.0
41 Grout St	house	4	2.0	2.0	620.0		1993.0
49 Ludstone St	house	4	2.0	2.0		289.0	1990.0
15 May St	house	4	2.0	2.0	412.0	423.0	1940.0
102 Willis St	house	3	1.0	1.0	464.0	147.0	1948.0
19a Apex Av	flat	2					
2/6 Bartlett St	flat	2	1.0	1.0			1950.0
11 Keiller St	house	3	2.0	3.0	465.0		
32 Lonsdale Av	townhouse	2	1.0	1.0	234.0		
357 Auburn Rd	house	4	3.0	2.0	649.0	227.0	1920.0
16 Hill St	house	4	3.0	2.0		857.0	1930.0
1/32 Liddiard St	flat	2	1.0	1.0			
10/24 Muir St	flat	2	1.0	2.0			
61 Power St	house	4	2.0	5.0	750.0	232.0	1890.0
11 Urquhart St	house	4	3.0	2.0		225.0	1926.0
4/456 Barkers Rd	townhouse	3					
27 Burwood Av	house	5	3.0	4.0		327.0	1880.0
9 Jaques St	house	4	2.0	2.0	694.0	195.0	1938.0
3/38 Mayston St	flat	2	1.0	1.0		59.0	1960.0
1/270 Canterbury Rd	townhouse	3	2.0	2.0		133.0	2009.0
13 Stoda St	house	3	2.0	1.0	800.0		
122 Altona St	house	3	2.0	2.0	605.0		
2/14 Koitaki Ct	flat	2	1.0	1.0			1998.0
158 Liberty Pde	house	5	2.0	2.0			
21 Noyes St	house	4	2.0	2.0		176.0	1950.0
6 Train St	townhouse	3	3.0	2.0			
110 Allenby Rd	house	4	2.0	1.0	480.0	120.0	2003.0
3 Dryburgh Pl	house	3	2.0	2.0	719.0	155.0	2000.0
42 Langmore Dr	house	3					
13 Doynton Pde	house	3	1.0	4.0	592.0		
39 Ironbark Dr	house	3	2.0	2.0		127.0	2007.0
46 Ironbark Dr	house	5	3.0	2.0	657.0		1998.0
9 Matthew Cl	house	4	2.0	2.0	452.0	134.0	1993.0
17 McCormack Cr	house	4	2.0	2.0	872.0		
113 Powell Dr	house	3	1.0	2.0			
525 Sayers Rd	house	4	2.0	5.0	4087.0		
26 Strickland Av	house	3	1.0	1.0	580.0		
2/1091 North Rd	townhouse	4	3.0	2.0		180.0	2014.0
1/9 Merther Rd	townhouse	3	1.0	1.0		86.0	1950.0
21 Townsend St	house	4	2.0	2.0		288.0	1920.0
209 Waterdale Rd	house	3	2.0	2.0		157.0	1915.0
17 Emu Pde	house	3	1.0	2.0	622.0	87.0	1960.0
18 Freeland Gr	house	3	1.0	3.0	540.0		
37 Lorraine Cr	house	3	1.0	1.0			
6 Riverside Av	house	3	2.0	2.0	725.0	225.0	1970.0
16 Ash Gr	house	4	4.0	2.0	538.0	127.0	1990.0
11 Byron Av	house	3	1.0	1.0			
60 Roberts St	house	3	3.0	4.0			1980.0
11 Wunnamurra Dr	house	3	1.0	2.0	613.0		
3/7 Lossi Ct	flat	2	2.0	1.0			2013.0
12 Calwell St	townhouse	1	1.0	1.0		64.0	1998.0
14 Atkins St	house	4	3.0	2.0	481.0		
3/11 Davis St	flat	2	1.0	1.0			1970.0
117 Edgevale Rd	house	3					
48 Edgevale Rd	house	3	4.0	3.0			1920.0
13 Ermington Pl	house	6	4.0	3.0		229.0	1993.0
2/11 Hartington St	flat	2	1.0	1.0			1970.0
2/17 Marshall Av	house	3	2.0	2.0	460.0		2000.0
8 Moreton Cl	house	4	4.0	2.0			2014.0
3/9 Peel St	flat	2	2.0	1.0		78.0	2000.0
3 Ridgeway Av	house	4	1.0	3.0	644.0	212.0	1899.0
130 Sackville St	house	5	4.0	2.0	892.0		1917.0
5 Second Av	house	5	2.0	2.0	650.0		1933.0
5 Stoke Av	house	5	5.0	2.0		414.0	2007.0
115 Belford Rd	house	3	1.0	2.0	650.0		
18 McConchie Av	house	4	2.0	2.0	701.0		
50 Windella Av	house	3	2.0	2.0	741.0		
5 Woodlands Av	house	2	1.0	2.0	422.0	88.0	1940.0
22 Woolcock Av	house	3	1.0	2.0	676.0	160.0	1925.0
44 Kingsclere Av	house	3	1.0	2.0			
1 Laidlaw Ct	house	3					
9 Durham Rd	house	6					
70 Chirnside St	house	4	1.0	0.0	276.0	118.0	1915.0
2/23 Kingsville St	townhouse	3	1.0	1.0		23.0	2006.0
5 Wales St	house	3	2.0	2.0	275.0	282.0	1940.0
2 Blackwood St	house	3	1.0	1.0	852.0		
6 Everest Ct	house	3	1.0	2.0	570.0		
12 Byron Av	house	3	2.0	2.0		128.0	1970.0
2/7 Cherry St	house	3					
31 Stewart Tce	house	2					
1/19 Burns St	townhouse	2					
2/12 Janson St	townhouse	2	1.0	2.0			2010.0
4 Elizabeth St	house	4	3.0	4.0	311.0	220.0	2004.0
5/355 Glenferrie Rd	flat	2	1.0	1.0		93.0	1970.0
27 McArthur St	house	3	2.0	2.0		300.0	2003.0
32 Milton Pde	townhouse	4	2.0	3.0	357.0	270.0	2015.0
2/102 Stanhope St	flat	2	1.0	1.0			1970.0
213 Wattletree Rd	house	3	2.0	2.0		163.0	1920.0
27 Wheatland Rd	house	4	2.0	2.0	561.0	285.0	
3/77 Darling Rd	house	3	1.0	2.0		117.0	2002.0
13 Douglas St	house	3	1.0	1.0	307.0		
3/28 Ferncroft Av	flat	2	1.0	1.0			
30 Tooronga Rd	house	3	1.0	2.0			
104/333 Wattletree Rd	flat	2	2.0	2.0			
218/5 Ordnance Res	flat	2	1.0	2.0			
13 Vista Ri	townhouse	3					
2a Ellindale Av	house	3					
25 Darebin Ct	house	3	1.0	1.0	784.0	95.0	1978.0
408/225 Elizabeth St	flat	2					
11/8 Louise St	flat	2					
806/19 Queens Rd	flat	4					
410/23 Queens Rd	flat	2					
7/458 St Kilda Rd	flat	2					
97 Exford Rd	house	3	1.0	2.0		171.0	1975.0
5 Leggatt St	house	3	1.0	2.0		119.0	1975.0
6 Floreat Pl	house	3	1.0	2.0	650.0		
12 Gloucester Wy	house	4	1.0	4.0		172.0	1980.0
1/131 Balcombe Rd	townhouse	3	3.0	2.0	248.0	166.0	2011.0
11 Broome Av	house	3	1.0	2.0	531.0		
21 Chicquita Cct	townhouse	3	2.0	2.0	156.0		
6/28 Florence St	townhouse	2	1.0	1.0		76.0	1970.0
6/14 Milan St	flat	2	1.0	0.0		68.0	1960.0
6/7 Rogers St	townhouse	2	1.0	1.0		89.0	1970.0
16/82 Patterson St	flat	2	1.0	0.0		67.0	1960.0
2/33 Allwyn Cr	flat	2	1.0	1.0	265.0		
57 Hawkes Dr	house	2	1.0	1.0			
68 Heritage Dr	house	3	1.0	4.0	640.0		1980.0
39 Hurlstone Cr	house	3					
20 Mayfield Dr	house	4	2.0	2.0	603.0		
36/292 McKimmies Rd	townhouse	4	1.0	1.0	199.0		
10 McLaughlin Cr	house	4	2.0	2.0		174.0	1980.0
16 Scullin Ct	house	3	2.0	3.0			
9 Taree Pl	house	4	2.0	2.0	609.0	231.0	2003.0
9 Valadero Ct	house	3	1.0	2.0	588.0		
55 Burnett St	house	4	2.0	2.0	981.0		
46 Churinga Av	house	3	2.0	1.0	625.0		
8 Haslemere Rd	house	4	2.0	2.0	1175.0	245.0	2008.0
15a James Av	house	3					
3 Moresby St	house	4	3.0	2.0			
16 Mountfield Rd	house	3	1.0	3.0	613.0		
13 Willow Av	house	3	1.0		680.0		
9 Inglisby Rd	house	3	1.0	1.0	706.0		
1/11 Rowland St	townhouse	3	2.0	2.0	1153.0		
85 Victoria Cr	house	4	3.0	3.0	402.0	277.0	1950.0
21 Sackville St	house	4	2.0	2.0	870.0		
2/38 Station Rd	flat	2	1.0	1.0			1990.0
1/3 Corio St	house	2	1.0	2.0		102.0	1992.0
6/36 Gladstone St	flat	2	1.0	1.0			
6/128 Maribyrnong Rd	house	3					
48 Vine St	house	4	1.0	1.0	455.0	145.0	1920.0
113 Wilson St	house	3	1.0	1.0	450.0		
2/10 Joan St	townhouse	3					
2/165 Wickham Rd	flat	3	2.0	2.0	301.0	117.0	1980.0
1 Gould Pl	house	4	4.0	3.0	892.0	172.0	1989.0
